data,any,trimestre,num_document,import,situacio,codi_operacio,nif_tercer,proveidor,descripcio,categoria,font,menjo_score,menjo_total_cat,menjo_num_cont,menjo_slug,calaf_score,calaf_pct_pressupost,calaf_anys
2026-02-02,2026,1,F/2026/210,14.13,$1 - Contabilizada,220260000626.0,,RODI SERVEIS INTEGRALS AUTOMOCIO SL (RODI SIA SL),"REPARACIONS, MANTENIMENT I CONSERVACIO VEHICLES",Manteniment,portal_2026_Q1,,,,,,,
2026-02-02,2026,1,F/2026/211,1104.28,$1 - Contabilizada,220260000640.0,,QUIMICEL HIGIENE SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-02,2026,1,F/2026/213,2315.13,$1 - Contabilizada,220260000642.0,,NETEGES CALAF SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-02,2026,1,F/2026/215,383.16,$1 - Contabilizada,220260000503.0,,ESTACIO SERVEI CALAF SL,COMBUSTIBLES I CARBURANTS N.VIARIA,Serveis,portal_2026_Q1,,,,,,,
2026-02-02,2026,1,F/2026/216,1211.9,$1 - Contabilizada,220260000504.0,,ESTACIO SERVEI CALAF SL,COMBUSTIBLES I CARBURANTS N.VIARIA,Serveis,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/217,500.94,$1 - Contabilizada,220260001198.0,,CONSTRUCTORA DE CALAF SA,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/218,76.23,$1 - Contabilizada,220260001200.0,,CONSTRUCTORA DE CALAF SA,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/219,248.62,$1 - Contabilizada,220260000562.0,,SERVISOFT.CAT SL,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/220,2262.7,$1 - Contabilizada,220260001379.0,,ROC BARNILS VIRGILI,MANTENIMENT I CONSERVACIÓ PARCS I JARDINS,Manteniment,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/221,5116.36,$1 - Contabilizada,220260001377.0,,ROC BARNILS VIRGILI,MANTENIMENT I CONSERVACIÓ PARCS I JARDINS,Manteniment,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/222,122.51,$1 - Contabilizada,220260001336.0,,ETECNIC MOVILIDAD ELECTRICA SRL,MANTENIMENT PUNT DE RECÀRREGA,Manteniment,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/223,176.49,$1 - Contabilizada,220260001343.0,,EMINFOR SL,SANITAT AMBIENTAL I ANIMALS DE CIA,Altres,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/224,2057.0,$1 - Contabilizada,220260001401.0,,TALLER AURIA SCCL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/225,5625.69,$1 - Contabilizada,220260000664.0,,TALLER AURIA SCCL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/226,2057.0,$1 - Contabilizada,220260001407.0,,TALLER AURIA SCCL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/228,907.5,$1 - Contabilizada,220260001375.0,,PAVELLOBSA NET I SERVELL SL,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/229,2312.23,$1 - Contabilizada,220260001337.0,,ESPUBLICO SERVICIOS PARA LA ADMINISTRACION SA,MATERIAL INFORMÀTIC NO INVENTARIABLE.,Altres,portal_2026_Q1,,,,,,,
2026-02-03,2026,1,F/2026/230,3799.4,$1 - Contabilizada,220260000505.0,,FRAIKIN ALQUILER DE VEHICULOS SA,RENTING CÀMIÓ + SATÈL.LIT,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/231,682.44,$1 - Contabilizada,220260000563.0,,SOLITIUM CONTROL GROUP SA,MATERIAL INFORMÀTIC NO INVENTARIABLE.,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/233,42.1,$1 - Contabilizada,220260000565.0,,PHS SERKONTEN SA,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/236,368.52,$1 - Contabilizada,220260000566.0,,VIRTUAL REALITY SOLUTIONS SL,VIDEOACTES. PROF INDEP,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/237,163.35,$1 - Contabilizada,220260000567.0,,VIRTUAL REALITY SOLUTIONS SL,VIDEOACTES. PROF INDEP,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/239,50.82,$1 - Contabilizada,220260001334.0,,MOVILDATA INTERNACIONAL SL,LLOGUER MAQUILARIA INSTAL.I UTILLATGE,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/240,112.04,$1 - Contabilizada,220260000506.0,,CORREOS Y TELEGRAFOS-JEFATURA PROVICIAL DE BARCELONA,COMUNICACIONS POSTALS,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/241,227.38,$1 - Contabilizada,220260001463.0,,ARGERICH MECANICA SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/242,44.87,$1 - Contabilizada,220260001607.0,,JOAN MONTANER CASTELLANA FUSTERIA M3G,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/243,130.99,$1 - Contabilizada,220260001556.0,,JOAN MONTANER CASTELLANA FUSTERIA M3G,MANTENIMENT CEMENTIRI,Manteniment,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/244,508.2,$1 - Contabilizada,220260001347.0,,JOAN MONTANER CASTELLANA FUSTERIA M3G,FESTES POPULARS. FESTIVAL DE LA CULTURA I L' ESPORT,Altres,portal_2026_Q1,,,,,,,
2026-02-05,2026,1,F/2026/245,194.05,$1 - Contabilizada,220260001473.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-05,2026,1,F/2026/246,2083.34,$1 - Contabilizada,220260000469.0,,RESIDENCIA L'ONADA SL,GESTIO CENTRE DE DIA,Altres,portal_2026_Q1,,,,,,,
2026-02-05,2026,1,F/2026/247,201.9,$1 - Contabilizada,220260001339.0,,EMINFOR SL,SANITAT AMBIENTAL I ANIMALS DE CIA,Altres,portal_2026_Q1,,,,,,,
2026-02-06,2026,1,F/2026/249,1837.05,$1 - Contabilizada,220260001345.0,,LAGOUME SL,PROFESSIONALS I ALTRES EMPRESES,Altres,portal_2026_Q1,,,,,,,
2026-02-06,2026,1,F/2026/250,385.0,$1 - Contabilizada,220260000470.0,,ASSOCIACIO DE FESTES I CULTURALD E PENELLES,SETMANA DE LA GENT GRAN (fisio-recreat i f-gent gran),Altres,portal_2026_Q1,,,,,,,
2026-02-06,2026,1,F/2026/251,398.63,$1 - Contabilizada,220260000666.0,,WURTH ESPAÑA SA.,"REPARACIONS, MANTENIMENT I CONSERVACIO VEHICLES",Manteniment,portal_2026_Q1,,,,,,,
2026-02-06,2026,1,F/2026/252,454.56,$1 - Contabilizada,220260001552.0,,ASSOCIACIO MUNICIPIS PAP,QUOTA ASSOCIACIÓ PORTA A PORTA,Altres,portal_2026_Q1,,,,,,,
2026-02-06,2026,1,F/2026/253,21.0,$1 - Contabilizada,220260000582.0,,CENTRE MEDIC PLA D'URGELL SA (SERVEI SALUT A L'EMPRESA),PREVENCIÓ DE RISCOS,Altres,portal_2026_Q1,,,,,,,
2026-02-06,2026,1,F/2026/254,12.1,$1 - Contabilizada,220260000583.0,,CENTRE MEDIC PLA D'URGELL SA (SERVEI SALUT A L'EMPRESA),PREVENCIÓ DE RISCOS,Altres,portal_2026_Q1,,,,,,,
2026-02-06,2026,1,F/2026/255,3630.0,$1 - Contabilizada,220260001202.0,,CAMON CONSULTING GROUP SL,DESPESES VARIES SERVEIS SOCIALS,Altres,portal_2026_Q1,,,,,,,
2026-02-08,2026,1,F/2026/256,477.95,$1 - Contabilizada,220260000644.0,,"AVILES PINTORES DE L'ANOIA, SL",REPARACIONS EDIFICIS I ALTRES CONSTR. POLIESPO,Obra pública,portal_2026_Q1,,,,,,,
2026-02-09,2026,1,F/2026/257,5990.78,$1 - Contabilizada,220260000645.0,,ENS ABASTAMENT AIGUA TER LLOBREGAT,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-02-09,2026,1,F/2026/259,1724.25,$1 - Contabilizada,220260001204.0,,ACUSTIC ANOIA SL,ACTIVITATS ESPORTIVES,Altres,portal_2026_Q1,,,,,,,
2026-02-09,2026,1,F/2026/260,152.46,$1 - Contabilizada,220260001206.0,,CONSTRUCTORA DE CALAF SA,LLOGUER DE MAQUINARIA VIES PUBLIQUES,Altres,portal_2026_Q1,,,,,,,
2026-02-09,2026,1,F/2026/261,700.3,$1 - Contabilizada,220260000646.0,,PROSETEL 95 SLU,COMBUSTIBLES I CARBURANTS GASOIL LLAR INF.,Serveis,portal_2026_Q1,,,,,,,
2026-02-10,2026,1,F/2026/262,7804.5,$1 - Contabilizada,220260001208.0,,EDUARD FENOY I ASSOCIATS SLP`,PROFESSIONALS I ALTRES EMPRESES,Altres,portal_2026_Q1,,,,,,,
2026-02-10,2026,1,F/2026/263,726.0,$1 - Contabilizada,220260001210.0,,EDUARD FENOY I ASSOCIATS SLP`,PROFESSIONALS I ALTRES EMPRESES,Altres,portal_2026_Q1,,,,,,,
2026-02-10,2026,1,F/2026/264,181.5,$1 - Contabilizada,220260001349.0,,EMINFOR SL,SANITAT AMBIENTAL I ANIMALS DE CIA,Altres,portal_2026_Q1,,,,,,,
2026-02-10,2026,1,F/2026/265,653.4,$1 - Contabilizada,220260000951.0,,MANUEL HERNAN FERNANDEZ,SANITAT AMBIENTAL I ANIMALS DE CIA,Altres,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/266,1555.54,$1 - Contabilizada,220260000629.0,,ENS ABASTAMENT AIGUA TER LLOBREGAT,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/267,227.25,$1 - Contabilizada,220260000990.0,,ENTITAT AUTONOMA DE DIARI OFICIAL I DE PUBLICACIONS,PUBLICACIONS EN DIARIS OFICIALS,Altres,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/268,20.53,$1 - Contabilizada,220260000647.0,,PLANELL SA,VESTUARI,Altres,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/269,34.12,$1 - Contabilizada,220260000648.0,,PLANELL SA,MANTENIMENT REPARACIONS I CONSERVACIÓ,Manteniment,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/270,20.53,$1 - Contabilizada,220260000649.0,,PLANELL SA,VESTUARI,Altres,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/271,23.53,$1 - Contabilizada,220260000650.0,,PLANELL SA,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/272,71.39,$1 - Contabilizada,220260000628.0,,COMUNICACIONS GLOBALS DE CATALUNYA SL,SERVEI TELECOMUNICACIONS,Serveis,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/273,191.18,$1 - Contabilizada,220260001353.0,,ID WASTE SL,"REPARACIONS, MANTENIMENT MOBILIARI I ESTRIS",Manteniment,portal_2026_Q1,,,,,,,
2026-02-11,2026,1,F/2026/274,84.94,$1 - Contabilizada,220260000668.0,,SIKARRA NETWORKS SL,SERVEI TELECOMUNICACIONS,Serveis,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/275,208.01,$1 - Contabilizada,220260000673.0,,AMPARO FERNANDEZ ROMERO,MANTENIMENT REPARACIONS I CONSERVACIÓ,Manteniment,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/276,193905.5,$1 - Contabilizada,220260000670.0,,ROMA INFRAESTRUCTURES I SERVEIS SA,RESIDÈNCIA,Obra pública,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/277,4174.5,$1 - Contabilizada,220260001576.0,,ECOPIME PROJECTS SL,RESIDÈNCIA,Obra pública,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/278,1100.0,$1 - Contabilizada,220260001381.0,,SEPMC COBLA LA NOVA VALLES,FESTES POPULARS. SANTA CALAMANDA,Altres,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/279,968.0,$1 - Contabilizada,220260001351.0,,GAUDIRE CONTINGUT CREATIU SL,FESTES POPULARS. SANTA CALAMANDA,Altres,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/280,395.07,$1 - Contabilizada,220260001355.0,,L25 1001 SL,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/281,2008.6,$1 - Contabilizada,220260001385.0,,PROMOCION DE OBRA NUEVA Y REVALORIZACION DE PATRIMONIO INMOBILIARIO UNHA SL,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/282,2873.75,$1 - Contabilizada,220260001371.0,,PIELES Y CUEROS PALOMERAS Y GAMBUS SA,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/283,1433.85,$1 - Contabilizada,220260001383.0,,PIELES Y CUEROS PALOMERAS Y GAMBUS SA,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-12,2026,1,F/2026/284,360.0,$1 - Contabilizada,220260001212.0,,AUTOCARS PRATS SERRAT SL,ACTIVITATS ESPORTIVES,Altres,portal_2026_Q1,,,,,,,
2026-02-13,2026,1,F/2026/285,8712.0,$1 - Contabilizada,220260001341.0,,PAVELLOBSA NET I SERVELL SL,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-13,2026,1,F/2026/286,9.86,$1 - Contabilizada,220260001373.0,,SAICA AGROINDUSTRIAL SL,"REPARACIONS, MANTENIMENT I CONSERVACIO VEHICLES",Manteniment,portal_2026_Q1,,,,,,,
2026-02-13,2026,1,F/2026/287,14.82,$1 - Contabilizada,220260001372.0,,SAICA AGROINDUSTRIAL SL,"REPARACIONS, MANTENIMENT I CONSERVACIO VEHICLES",Manteniment,portal_2026_Q1,,,,,,,
2026-02-13,2026,1,F/2026/288,139.26,$1 - Contabilizada,220260001609.0,,SAICA AGROINDUSTRIAL SL,"REPARACIONS, MANTENIM.I CONSERV.VEHICLES N.VIARIA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-16,2026,1,F/2026/289,145.2,$1 - Contabilizada,220260000652.0,,"PUBLICACIONS ANOIA, S.L.",PUBLICACIONS EN DIARIOS -NO- OFICIALS,Altres,portal_2026_Q1,,,,,,,
2026-02-17,2026,1,F/2026/290,1091.66,$1 - Contabilizada,220260001359.0,,MIRALLESTRES SL,LLOGUER DE MAQUINARIA VIES PUBLIQUES,Altres,portal_2026_Q1,,,,,,,
2026-02-17,2026,1,F/2026/291,619.88,$1 - Contabilizada,220260000653.0,,PROSETEL 95 SLU,COMBUSTIBLES I CARBURANTS GASOIL LLAR INF.,Serveis,portal_2026_Q1,,,,,,,
2026-02-18,2026,1,F/2026/292,174.9,$1 - Contabilizada,220260000655.0,,B-GRUP (JORCA SA),"REPARACIONS I MANTENIM.MAQ.INSTAL.I UTILL,PISCINA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-18,2026,1,F/2026/293,104219.2,$1 - Contabilizada,220260001580.0,,INSTAL.LACIONS ALTA SEGARRA SLU,POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-02-18,2026,1,F/2026/294,1419.48,$1 - Contabilizada,220260001214.0,,APLICACIONS ENERGETIQUES FUSTA SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-18,2026,1,F/2026/295,833.69,$1 - Contabilizada,220260001357.0,,MULE CALAF SLL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-18,2026,1,F/2026/296,630.54,$1 - Contabilizada,220260001600.0,,FERRETERIA RIERA SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/297,167.11,$1 - Contabilizada,220260001387.0,,SERVEIS VIALS DEL VALLÈS S.L.,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/298,907.05,$1 - Contabilizada,220260001333.0,,METAL.LURGICA RIERA S.L. - INSTAL.LACIONS RIERA,REPARACIONS EDIFICIS I ALTRES CONSTR. POLIESPO,Obra pública,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/299,2629.64,$1 - Contabilizada,220260001314.0,,ELECTRA CALDENSE ENERGIA SA,ELECTRICITAT AIGUA/ETAP,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/300,755.02,$1 - Contabilizada,220260001315.0,,ELECTRA CALDENSE ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/301,91.91,$1 - Contabilizada,220260001316.0,,ELECTRA CALDENSE ENERGIA SA,ENERGIA ELECTRICA CRO,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/302,264.16,$1 - Contabilizada,220260001317.0,,ELECTRA CALDENSE ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/303,565.53,$1 - Contabilizada,220260001318.0,,ELECTRA CALDENSE ENERGIA SA,ENERGIA ELECTRICA NAU +ELECTRICITAT+V. SATÈL.LIT,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/304,307.42,$1 - Contabilizada,220260001319.0,,ELECTRA CALDENSE ENERGIA SA,ELECTRICITAT PUNT DE RECÀRREGA,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/305,220.38,$1 - Contabilizada,220260001320.0,,ELECTRA CALDENSE ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/306,208.34,$1 - Contabilizada,220260001321.0,,ELECTRA CALDENSE ENERGIA SA,ENERGIA ELECTRICA OFICINA PUNT INFORMACIO,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/307,260.51,$1 - Contabilizada,220260001322.0,,ELECTRA CALDENSE ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/308,1456.1,$1 - Contabilizada,220260001323.0,,ELECTRA CALDENSE ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/310,305.02,$1 - Contabilizada,220260001557.0,,LA MARCA CREA SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/311,21.78,$1 - Contabilizada,220260001280.0,,COMERCIAL GLOBAL PAYMENTS SL,ALTRES DESPESES FINANCERES,Altres,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/313,25.91,$1 - Contabilizada,220260001474.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/314,166.18,$1 - Contabilizada,220260001475.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/315,4.9,$1 - Contabilizada,220260001476.0,,FACTOR ENERGIA SA,ELECTRICITAT CAMPANAR,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/316,110.41,$1 - Contabilizada,220260001477.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/317,602.71,$1 - Contabilizada,220260001478.0,,FACTOR ENERGIA SA,ENERGIA ELÈCTRICA CAMP FUTB.,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/318,19.48,$1 - Contabilizada,220260001479.0,,FACTOR ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/319,134.83,$1 - Contabilizada,220260001480.0,,FACTOR ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/320,108.77,$1 - Contabilizada,220260001481.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/321,821.64,$1 - Contabilizada,220260001482.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/322,75.67,$1 - Contabilizada,220260001483.0,,FACTOR ENERGIA SA,ELECTRICITAT ERMITA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/323,182.83,$1 - Contabilizada,220260001484.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/324,94.91,$1 - Contabilizada,220260001485.0,,FACTOR ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/325,334.59,$1 - Contabilizada,220260001486.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/326,32.95,$1 - Contabilizada,220260001487.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/327,190.28,$1 - Contabilizada,220260001488.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/328,119.4,$1 - Contabilizada,220260001489.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/329,23.66,$1 - Contabilizada,220260001490.0,,FACTOR ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/330,33.23,$1 - Contabilizada,220260001491.0,,FACTOR ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/331,10.95,$1 - Contabilizada,220260001492.0,,FACTOR ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/332,176.93,$1 - Contabilizada,220260001493.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/333,13.66,$1 - Contabilizada,220260001494.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/334,161.84,$1 - Contabilizada,220260001495.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/335,235.04,$1 - Contabilizada,220260001496.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/336,247.74,$1 - Contabilizada,220260001497.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/337,32.95,$1 - Contabilizada,220260001498.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/338,17.85,$1 - Contabilizada,220260001499.0,,FACTOR ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/339,55.66,$1 - Contabilizada,220260001500.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/340,149.02,$1 - Contabilizada,220260001501.0,,FACTOR ENERGIA SA,ENERGIA ELECTRICA,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/341,159.24,$1 - Contabilizada,220260001502.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/342,95.19,$1 - Contabilizada,220260001503.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/343,174.29,$1 - Contabilizada,220260001504.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/344,169.81,$1 - Contabilizada,220260001505.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/345,209.09,$1 - Contabilizada,220260001506.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/346,38.83,$1 - Contabilizada,220260001507.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/347,59.96,$1 - Contabilizada,220260001508.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/348,194.07,$1 - Contabilizada,220260001509.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/349,1115.12,$1 - Contabilizada,220260001324.0,,ENDESA ENERGIA SAU,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/350,89.84,$1 - Contabilizada,220260001510.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/351,43.39,$1 - Contabilizada,220260001511.0,,FACTOR ENERGIA SA,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-20,2026,1,F/2026/352,378.13,$1 - Contabilizada,220260001325.0,,ENDESA ENERGIA SAU,ENERGIA ELECTRICA CASA BERTRAN CASAL GENT GRAN,Serveis,portal_2026_Q1,,,,,,,
2026-02-22,2026,1,F/2026/353,242.0,$1 - Contabilizada,220260001559.0,,MARC PUJOL PUNTI,ESTUDIS I TREBALLS TECNICS,Altres,portal_2026_Q1,,,,,,,
2026-02-23,2026,1,F/2026/354,792.55,$1 - Contabilizada,220260001561.0,,GRUP SERVEIS 08700 IGUALADA SL,FESTES POPULARS.PELLOFA CARNESTOLTES,Altres,portal_2026_Q1,,,,,,,
