data,any,trimestre,num_document,import,situacio,codi_operacio,nif_tercer,proveidor,descripcio,categoria,font,menjo_score,menjo_total_cat,menjo_num_cont,menjo_slug,calaf_score,calaf_pct_pressupost,calaf_anys
2026-02-23,2026,1,F/2026/355,1202.74,$1 - Contabilizada,220260001538.0,,VODAFONE ESPAÑA SAU,SERVEI TELECOMUNICACIONS,Serveis,portal_2026_Q1,,,,,,,
2026-02-23,2026,1,F/2026/356,101.6,$1 - Contabilizada,220260001563.0,,GRUPO T AMBIENTAL ASLE SL,"REPARACIONS, MANTENIM.I CONSERV.VEHICLES N.VIARIA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-23,2026,1,F/2026/357,907.5,$1 - Contabilizada,220260001433.0,,VICOAT ARQUITECTURA SCP,PROFESSIONALS I ALTRES EMPRESES,Altres,portal_2026_Q1,,,,,,,
2026-02-24,2026,1,F/2026/358,34.8,$1 - Contabilizada,220260000958.0,,TELEFONICA DE ESPAÑA SAU,SERVEI TELECOMUNICACIONS,Serveis,portal_2026_Q1,,,,,,,
2026-02-24,2026,1,F/2026/359,2236.08,$1 - Contabilizada,220260001225.0,,ARMARIOS ELECTRICOS SA,MANTENIMENT ENLLUMENAT,Manteniment,portal_2026_Q1,,,,,,,
2026-02-24,2026,1,F/2026/360,67370.11,$1 - Contabilizada,220260001578.0,,GESTIO D'OBRES I SERVEIS SOSTENIBLES SL,POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-02-24,2026,1,F/2026/361,931.7,$1 - Contabilizada,220260001361.0,,FUNDACIÓ CHAMPAGNAT,ACTIVITATS ESPORTIVES,Altres,portal_2026_Q1,,,,,,,
2026-02-24,2026,1,F/2026/362,7.19,$1 - Contabilizada,220260000954.0,,PLANELL SA,MANTENIMENT I CONSERVACIÓ PARCS I JARDINS,Manteniment,portal_2026_Q1,,,,,,,
2026-02-24,2026,1,F/2026/363,32.19,$1 - Contabilizada,220260000957.0,,PLANELL SA,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-02-24,2026,1,F/2026/364,176.3,$1 - Contabilizada,220260000956.0,,PLANELL SA,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-24,2026,1,F/2026/365,698.64,$1 - Contabilizada,220260000953.0,,OH DESAIGÜES 2003 SL,FESTES POPULARS.PELLOFA CARNESTOLTES,Altres,portal_2026_Q1,,,,,,,
2026-02-25,2026,1,F/2026/366,437.14,$1 - Contabilizada,220260001512.0,,ENDESA ENERGIA SAU,ENERGIA ELÈCTRICA CAMP FUTB.,Serveis,portal_2026_Q1,,,,,,,
2026-02-25,2026,1,F/2026/367,914.25,$1 - Contabilizada,220260001513.0,,ENDESA ENERGIA SAU,ENERGIA ELECTRICA GIMFERRER CENTRE DE DIA,Serveis,portal_2026_Q1,,,,,,,
2026-02-25,2026,1,F/2026/368,199.63,$1 - Contabilizada,220260001514.0,,ENDESA ENERGIA SAU,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-02-25,2026,1,F/2026/369,1962.09,$1 - Contabilizada,220260001565.0,,ID WASTE SL,MATERIAL ESPECIFIC PER DEPARTAMENTS,Altres,portal_2026_Q1,,,,,,,
2026-02-25,2026,1,F/2026/370,539.88,$1 - Contabilizada,220260001388.0,,PROSETEL 95 SLU,COMBUSTIBLES I CARBURANTS GASOIL LLAR INF.,Serveis,portal_2026_Q1,,,,,,,
2026-02-25,2026,1,F/2026/371,728.75,$1 - Contabilizada,220260001363.0,,"ILLA BONASTRE, LLORENÇ - CAL GATELLS",FESTES POPULARS. REIS,Altres,portal_2026_Q1,,,,,,,
2026-02-26,2026,1,F/2026/372,942.87,$1 - Contabilizada,220260001408.0,,VODAFONE ESPAÑA SAU,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-02-26,2026,1,F/2026/373,682.44,$1 - Contabilizada,220260001389.0,,SOLITIUM CONTROL GROUP SA,MATERIAL INFORMÀTIC NO INVENTARIABLE.,Altres,portal_2026_Q1,,,,,,,
2026-02-26,2026,1,F/2026/374,188949.43,$1 - Contabilizada,220260001577.0,,MULE CALAF SLL,POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-02-27,2026,1,F/2026/375,105.27,$1 - Contabilizada,220260001435.0,,THINK-INK SG SL,ATENCIONS PROTOCOL·LÀRIES I REPRESENTATIVES.,Altres,portal_2026_Q1,,,,,,,
2026-02-27,2026,1,F/2026/376,46.7,$1 - Contabilizada,220260001364.0,,GREMI INSTAL.LADORS DEL L'ANOIA,PROFESSIONALS I ALTRES EMPRESES,Altres,portal_2026_Q1,,,,,,,
2026-02-27,2026,1,F/2026/377,142.93,$1 - Contabilizada,220260001566.0,,ID WASTE SL,MATERIAL ESPECIFIC PER DEPARTAMENTS,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/378,4537.5,$1 - Contabilizada,220260001331.0,,ECOPIME PROJECTS SL,ESTUDIS I TREBALLS TECNICS,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/379,55.66,$1 - Contabilizada,220260001221.0,,CARDIOSOS GLOBAL PROTECTION SL,PREVENCIÓ SALUT,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/381,164.29,$1 - Contabilizada,220260001440.0,,SOLITIUM CONTROL GROUP SA,MATERIAL OFICINA NO INVENTARIABLE,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/382,458.0,$1 - Contabilizada,220260001327.0,,AFA ASSOCIACIO FAMILIES ESCOLA ALTA SEGARRA AMPA,ALTRES ACTIVITATS EDUCACIO PLA EDUCATIU D' ENTORN. PEE,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/383,4609.05,$1 - Contabilizada,220260001329.0,,AFA ASSOCIACIO FAMILIES ESCOLA ALTA SEGARRA AMPA,ALTRES ACTIVITATS EDUCACIO PLA EDUCATIU D' ENTORN. PEE,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/384,61.87,$1 - Contabilizada,220260001398.0,,SIC24 SECURITY SYSTEMS SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/385,31.62,$1 - Contabilizada,220260001396.0,,SIC24 SECURITY SYSTEMS SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/386,76.0,$1 - Contabilizada,220260001610.0,,MOVISTAR PROSEGUR ALARMAS SL,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/387,78.98,$1 - Contabilizada,220260001612.0,,MOVISTAR PROSEGUR ALARMAS SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/388,217.8,$1 - Contabilizada,220260001441.0,,SOLITIUM CONTROL GROUP SA,MATERIAL INFORMÀTIC NO INVENTARIABLE.,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/389,322.59,$1 - Contabilizada,220260001598.0,,SOLITIUM CONTROL GROUP SA,LLOGUER FOTOCOPIADORES,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/390,150.94,$1 - Contabilizada,220260001226.0,,COESMA EXPENEDORES SL,AIGUA SUBMINISTRAMENT FONS,Serveis,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/393,2315.13,$1 - Contabilizada,220260001366.0,,NETEGES CALAF SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/394,73.81,$1 - Contabilizada,220260001437.0,,WEB CULTURA SCP,DESPESES DIVERSES JUTJAT DE PAU,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/395,108.9,$1 - Contabilizada,220260001439.0,,WEB CULTURA SCP,FESTES POPULARS.PELLOFA CARNESTOLTES,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/397,480.47,$1 - Contabilizada,220260001391.0,,SERVEIS VIALS DEL VALLÈS S.L.,"REPARACIONS, MANTENIM.I CONSERV.VEHICLES N.VIARIA",Manteniment,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/398,205.1,$1 - Contabilizada,220260001215.0,,ESTACIO SERVEI CALAF SL,COMBUSTIBLES I CARBURANTS N.VIARIA,Serveis,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/405,5625.69,$1 - Contabilizada,220260001425.0,,TALLER AURIA SCCL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/408,446.73,$1 - Contabilizada,220260001614.0,,COPIATELA SCP,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/409,34.81,$1 - Contabilizada,220260001431.0,,TYCO INTEGRATED SECURITY SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/410,34.88,$1 - Contabilizada,220260001402.0,,TYCO INTEGRATED SECURITY SL,SEGURETAT CRO,Serveis,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/411,54.49,$1 - Contabilizada,220260001429.0,,TYCO INTEGRATED SECURITY SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/412,54.49,$1 - Contabilizada,220260001427.0,,TYCO INTEGRATED SECURITY SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/413,6624.97,$1 - Contabilizada,220260001216.0,,ACRONET NETEJA SL,ALTRES TREBALLS REALITZATS EMPRESES I PROFESSIONALS,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/414,50.82,$1 - Contabilizada,220260001567.0,,MOVILDATA INTERNACIONAL SL,LLOGUER MAQUILARIA INSTAL.I UTILLATGE,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/416,42.1,$1 - Contabilizada,220260001392.0,,PHS SERKONTEN SA,PRODUCTES NETEJA I ACONDICIONAMENT POLIESPORTIU,Obra pública,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/417,159.0,$1 - Contabilizada,220260001313.0,,FERRER OJEDA,MATERIAL FOAP,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/418,1068.43,$1 - Contabilizada,220260001193.0,,MIRALLESTRES SL,FESTES POPULARS.PELLOFA CARNESTOLTES,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/419,368.52,$1 - Contabilizada,220260001442.0,,VIRTUAL REALITY SOLUTIONS SL,VIDEOACTES. PROF INDEP,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/420,163.35,$1 - Contabilizada,220260001443.0,,VIRTUAL REALITY SOLUTIONS SL,VIDEOACTES. PROF INDEP,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/428,589.45,$1 - Contabilizada,220260001217.0,,ESTACIO SERVEI CALAF SL,COMBUSTIBLES I CARBURANTS N.VIARIA,Serveis,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/429,297.77,$1 - Contabilizada,220260001223.0,,CORREOS Y TELEGRAFOS-JEFATURA PROVICIAL DE BARCELONA,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-05,2026,1,F/2026/433,2083.34,$1 - Contabilizada,220260001393.0,,RESIDENCIA L'ONADA SL,GESTIO CENTRE DE DIA,Altres,portal_2026_Q1,,,,,,,
2026-03-05,2026,1,F/2026/434,49.17,$1 - Contabilizada,220260001219.0,,ARIDS SOLESTANY SA,FESTES POPULARS.PELLOFA CARNESTOLTES,Altres,portal_2026_Q1,,,,,,,
2026-03-06,2026,1,F/2026/439,5533.43,$1 - Contabilizada,220260001367.0,,ENS ABASTAMENT AIGUA TER LLOBREGAT,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-06,2026,1,F/2026/440,1555.54,$1 - Contabilizada,220260001287.0,,ENS ABASTAMENT AIGUA TER LLOBREGAT,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-03-06,2026,1,F/2026/441,3799.4,$1 - Contabilizada,220260001568.0,,FRAIKIN ALQUILER DE VEHICULOS SA,RENTING CÀMIÓ + SATÈL.LIT,Altres,portal_2026_Q1,,,,,,,
2026-03-06,2026,1,F/2026/442,3630.0,$1 - Contabilizada,220260001615.0,,NOVA CELONA SL,CONTENCIOSOS-JURIDICS,Altres,portal_2026_Q1,,,,,,,
2026-03-06,2026,1,F/2026/443,726.0,$1 - Contabilizada,220260001465.0,,ANNA BUSQUET ALSINA,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-03-06,2026,1,F/2026/444,211.75,$1 - Contabilizada,220260001620.0,,ORIOL FALGUERA VILAMAJO,FESTES POPULARS.PELLOFA CARNESTOLTES,Altres,portal_2026_Q1,,,,,,,
2026-03-07,2026,1,F/2026/447,314.6,$1 - Contabilizada,220260001228.0,,CONSTRUCCIONS CREUS I JIMENEZ OBRA CIVIL SL,LLOGUER DE MAQUINARIA VIES PUBLIQUES,Altres,portal_2026_Q1,,,,,,,
2026-03-07,2026,1,F/2026/449,84.98,$1 - Contabilizada,220260001394.0,,SERVISOFT.CAT SL,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-07,2026,1,F/2026/450,248.62,$1 - Contabilizada,220260001399.0,,SERVISOFT.CAT SL,PROGRAMARI AIGUA I FORMACIÓ,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/454,55.06,$1 - Contabilizada,220260001422.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/455,47.19,$1 - Contabilizada,220260001420.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/456,147.62,$1 - Contabilizada,220260001418.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/457,23.6,$1 - Contabilizada,220260001416.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/458,124.03,$1 - Contabilizada,220260001412.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/459,7.87,$1 - Contabilizada,220260001414.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/461,7.87,$1 - Contabilizada,220260001424.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/462,7.87,$1 - Contabilizada,220260001410.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/463,590.05,$1 - Contabilizada,220260001182.0,,CORPORACIO ALIMENTARIA GUISSONA SA,AJUTS FAMILIES,Subvenció,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/464,563.81,$1 - Contabilizada,220260001185.0,,CORPORACIO ALIMENTARIA GUISSONA SA,AJUTS FAMILIES,Subvenció,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/465,78.65,$1 - Contabilizada,220260001516.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/466,47.19,$1 - Contabilizada,220260001518.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/467,23.6,$1 - Contabilizada,220260001520.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/468,44.77,$1 - Contabilizada,220260001522.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/469,70.79,$1 - Contabilizada,220260001524.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/470,117.98,$1 - Contabilizada,220260001526.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/471,33.88,$1 - Contabilizada,220260001528.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/472,7.87,$1 - Contabilizada,220260001530.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/473,195.42,$1 - Contabilizada,220260001539.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/474,145.2,$1 - Contabilizada,220260001540.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/475,7.87,$1 - Contabilizada,220260001542.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/476,167.59,$1 - Contabilizada,220260001543.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/477,636.46,$1 - Contabilizada,220260001532.0,,STAR FOC ANOIA S.L.,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/478,233.53,$1 - Contabilizada,220260001622.0,,THINK-INK SG SL,DESPESES VARIES SERVEIS SOCIALS,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/483,220.0,$1 - Contabilizada,220260001617.0,,MONICA TORRA SOLANO,ALTRES ACTIVITATS EDUCACIO PLA EDUCATIU D' ENTORN. PEE,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/485,283.44,$1 - Contabilizada,220260001618.0,,ROSER LOPEZ OCAÑA,CONTENCIOSOS-JURIDICS,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/491,1454.09,$1 - Contabilizada,220260001624.0,,TRANSPARENTA CICLE INTEGRAL DE L'AIGUA SL,PROVEÏMENT DOMICILIARIA AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/500,1530.42,$1 - Contabilizada,220260001551.0,,DAIMLER TRUCK FINANCIAL SERVICES ESPAÑA SAU,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/501,86.33,$1 - Contabilizada,220260001570.0,,SIKARRA NETWORKS SL,SERVEI TELECOMUNICACIONS,Serveis,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/502,66.28,$1 - Contabilizada,220260001467.0,,ANNA CALVET IBAÑEZ   - PAPERERIA,FIRES I MERCAT DE CALAF,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/503,25.39,$1 - Contabilizada,220260001469.0,,ANNA CALVET IBAÑEZ   - PAPERERIA,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-03-12,2026,1,F/2026/504,10861.87,$1 - Contabilizada,220260001544.0,,TRANSPARENTA CICLE INTEGRAL DE L'AIGUA SL,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-12,2026,1,F/2026/505,233.01,$1 - Contabilizada,220260001625.0,,TRANSPARENTA CICLE INTEGRAL DE L'AIGUA SL,PROVEÏMENT DOMICILIARIA AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-12,2026,1,F/2026/506,9726.88,$1 - Contabilizada,220260001545.0,,TRANSPARENTA CICLE INTEGRAL DE L'AIGUA SL,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-12,2026,1,F/2026/507,409.59,$1 - Contabilizada,220260001626.0,,TRANSPARENTA CICLE INTEGRAL DE L'AIGUA SL,PROVEÏMENT DOMICILIARIA AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-07,2026,1,F/2026/508,10.91,$1 - Contabilizada,220260001284.0,,ESMERALDA PASCUAL CHERCOLES / REGISTRE PROPIETAT IGUALADA 1,PROFESSIONALS I ALTRES EMPRESES,Altres,portal_2026_Q1,,,,,,,
2026-03-12,2026,1,F/2026/511,71.39,$1 - Contabilizada,220260001534.0,,COMUNICACIONS GLOBALS DE CATALUNYA SL,SERVEI TELECOMUNICACIONS,Serveis,portal_2026_Q1,,,,,,,
2026-03-13,2026,1,F/2026/517,149.56,$1 - Contabilizada,220260001471.0,,"BAXI, SISTEMAS Y SERVICIOS DE CLIMATIZACION ,SL",MANTENIMENT EDIFICI ESCOLA MUSICA,Obra pública,portal_2026_Q1,,,,,,,
2026-03-16,2026,1,F/2026/518,2700.0,$1 - Contabilizada,220260001572.0,,TALLER DE CINEMA ASSOCIACIO,ALTRES ACTIVITATS EDUCACIO PLA EDUCATIU D' ENTORN. PEE,Altres,portal_2026_Q1,,,,,,,
2026-03-16,2026,1,F/2026/519,100.0,$1 - Contabilizada,220260001574.0,,LA CRICA,FESTES POPULARS. FESTIVAL DE LA CULTURA I L' ESPORT,Altres,portal_2026_Q1,,,,,,,
2026-03-17,2026,1,F/2026/525,613.28,$1 - Contabilizada,220260001575.0,,PROSETEL 95 SLU,COMBUSTIBLES I CARBURANTS GASOIL LLAR INF.,Serveis,portal_2026_Q1,,,,,,,
2026-03-17,2026,1,F/2026/526,144.02,$1 - Contabilizada,220260001472.0,,AMPARO FERNANDEZ ROMERO,MANTENIMENT REPARACIONS I CONSERVACIÓ,Manteniment,portal_2026_Q1,,,,,,,
2026-03-17,2026,1,F/2026/527,807.18,$1 - Contabilizada,220260001546.0,,PROSETEL 95 SLU,COMBUSTIBLES I CARBURANTS GASOIL LLAR INF.,Serveis,portal_2026_Q1,,,,,,,
2026-03-18,2026,1,F/2026/532,284.83,$1 - Contabilizada,220260001642.0,,FORNELL CONSULTORS SLP,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/557,143006.17,$1 - Contabilizada,220260001925.0,,INSTAL.LACIONS ALTA SEGARRA SLU,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/564,7199.5,$1 - Contabilizada,220260001907.0,,ECOPIME PROJECTS SL,POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/565,87659.09,$1 - Contabilizada,220260001909.0,,MULE CALAF SLL,POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/566,168003.68,$1 - Contabilizada,220260001910.0,,GESTIO D'OBRES I SERVEIS SOSTENIBLES SL,POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/567,201500.65,$1 - Contabilizada,220260001908.0,,GESTIO D'OBRES I SERVEIS SOSTENIBLES SL,POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-03-24,2026,1,F/2026/573,1185.8,$1 - Contabilizada,220260001905.0,,SGS TECNOS SA (ANTIC),POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-03-26,2026,1,F/2026/578,3061.3,$1 - Contabilizada,220260001903.0,,FAURA-CASAS AUDITORS CONSULTORS SL,POLIESPORTIU (PREE5000),Obra pública,portal_2026_Q1,,,,,,,
2026-01-22,2026,1,F/2026/122,32.67,E - Registrada,,,COMERCIAL GLOBAL PAYMENTS SL,ALTRES DESPESES FINANCERES,Altres,portal_2026_Q1,,,,,,,
2026-01-27,2026,1,F/2026/172,7934.58,E - Registrada,,,TRANSPARENTA CICLE INTEGRAL DE L'AIGUA SL,,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/232,308.78,E - Registrada,,,LYRECO ESPAÑA SA,,Altres,portal_2026_Q1,,,,,,,
2026-02-04,2026,1,F/2026/238,60.5,E - Registrada,,,WEB CULTURA SCP,,Altres,portal_2026_Q1,,,,,,,
2026-02-09,2026,1,F/2026/258,15.74,E - Registrada,,,"XAIS ADORACIÓ, S.L. CONDIS",,Altres,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/309,20822.99,E - Registrada,,,TALLER VIDAL AMILL SLU,,Altres,portal_2026_Q1,,,,,,,
2026-02-19,2026,1,F/2026/312,370.01,E - Registrada,,,"VIVANCOS HUSILLOS, EDUARD",,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/380,658.6,E - Registrada,,,GR-F GRAN RECORREGUT FEMINISTA,associació feminista Punt Lila Carnestoltes,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/391,387.2,E - Registrada,,,NETEGES CALAF SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-02,2026,1,F/2026/396,8712.0,E - Registrada,,,PAVELLOBSA NET I SERVELL SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/399,3514.95,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/400,1868.23,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/401,12.09,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/402,42.88,E - Registrada,,,"XAIS ADORACIÓ, S.L. CONDIS",,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/403,77.4,E - Registrada,,,TRANSVISA EXPRES SL,Transport de mercaderies en general,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/404,71.39,E - Registrada,,,CONSTRUCTORA DE CALAF SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/406,1149.5,E - Registrada,,,TALLER AURIA SCCL,,Altres,portal_2026_Q1,,,,,,,
2026-03-03,2026,1,F/2026/407,102.73,E - Registrada,,,CONSTRUCTORA DE CALAF SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/415,369.76,E - Registrada,,,FERRETERIA RIERA SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/421,181.5,E - Registrada,,,EMINFOR SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/422,421.44,E - Registrada,,,METAL.LISTERIA MARCET SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/423,778.49,E - Registrada,,,ARGERICH MECANICA SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/424,428.15,E - Registrada,,,BENITO URBAN SLU,,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/425,595.68,E - Registrada,,,BENITO URBAN SLU,,Altres,portal_2026_Q1,,,,,,,
2026-03-04,2026,1,F/2026/426,1255.93,E - Registrada,,,BENITO URBAN SLU,,Altres,portal_2026_Q1,,,,,,,
